Time,Force,EMG,
0.224,0.6366292,0.01129001,
0.225,0.6366292,0.01129373,
0.226,0.6366292,0.01129707,
0.227,0.6366292,0.01129994,
0.228,0.6366292,0.01130223,
0.229,0.6366292,0.01130376,
0.23,0.6366292,0.01130423,
0.231,0.6366292,0.01130404,
0.232,0.6366292,0.0113029,
0.233,0.6366292,0.01130099,
0.234,0.6671542,0.01129803,
0.235,0.6671542,0.01129411,
0.236,0.6366292,0.01128915,
0.237,0.6366292,0.01128304,
0.238,0.6366292,0.01127569,
0.239,0.6671542,0.01126671,
0.24,0.6671542,0.01125678,
0.241,0.6671542,0.01124571,
0.242,0.6366292,0.01123339,
0.243,0.6366292,0.01122002,
0.244,0.6366292,0.01120551,
0.245,0.6671542,0.01118985,
0.246,0.6366292,0.01117315,
0.247,0.6366292,0.01115539,
0.248,0.6366292,0.0111362,
0.249,0.6366292,0.01111643,
0.25,0.6366292,0.01109581,
0.251,0.6366292,0.01107452,
0.252,0.6671542,0.01105256,
0.253,0.6366292,0.01103012,
0.254,0.6671542,0.0110073,
0.255,0.6671542,0.01098401,
0.256,0.6671542,0.01096052,
0.257,0.6671542,0.01093665,
0.258,0.6366292,0.01091307,
0.259,0.6366292,0.01088968,
0.26,0.6671542,0.01086657,
0.261,0.6671542,0.01084385,
0.262,0.6671542,0.01082151,
0.263,0.6671542,0.01079974,
0.264,0.6366292,0.01077864,
0.265,0.6366292,0.0107583,
0.266,0.6366292,0.01073863,
0.267,0.6366292,0.01072021,
0.268,0.6061043,0.01070292,
0.269,0.6366292,0.01068669,
0.27,0.6366292,0.01067161,
0.271,0.6671542,0.01065757,
0.272,0.6366292,0.01064478,
0.273,0.6366292,0.01063313,
0.274,0.6366292,0.01062282,
0.275,0.6366292,0.01061365,
0.276,0.6671542,0.01060611,
0.277,0.6671542,0.0106,
0.278,0.6366292,0.01059504,
0.279,0.6366292,0.01059141,
0.28,0.6366292,0.01058883,
0.281,0.6366292,0.0105874,
0.282,0.6366292,0.01058711,
0.283,0.6671542,0.01058797,
0.284,0.6366292,0.01058969,
0.285,0.6366292,0.01059284,
0.286,0.6366292,0.01059685,
0.287,0.6366292,0.01060181,
0.288,0.6366292,0.01060754,
0.289,0.6366292,0.01061384,
0.29,0.6366292,0.01062072,
0.291,0.6366292,0.01062826,
0.292,0.6366292,0.01063628,
0.293,0.6366292,0.01064468,
0.294,0.6366292,0.01065366,
0.295,0.6366292,0.01066301,
0.296,0.6366292,0.01067256,
0.297,0.6671542,0.01068221,
0.298,0.6671542,0.01069204,
0.299,0.6671542,0.01070178,
0.3,0.6671542,0.01071161,
0.301,0.6366292,0.01072135,
0.302,0.6366292,0.01073109,
0.303,0.6366292,0.01074073,
0.304,0.6366292,0.01075018,
0.305,0.6366292,0.01075945,
0.306,0.6671542,0.01076861,
0.307,0.6671542,0.0107774,
0.308,0.6671542,0.01078599,
0.309,0.6976792,0.01079429,
0.31,0.6976792,0.01080231,
0.311,0.6671542,0.01081005,
0.312,0.6671542,0.0108174,
0.313,0.6671542,0.01082447,
0.314,0.6671542,0.01083115,
0.315,0.6671542,0.01083755,
0.316,0.6366292,0.01084356,
0.317,0.6366292,0.01084929,
0.318,0.6366292,0.01085464,
0.319,0.6366292,0.0108596,
0.32,0.6366292,0.01086428,
0.321,0.6671542,0.01086848,
0.322,0.6671542,0.0108723,
0.323,0.6671542,0.01087574,
0.324,0.6671542,0.01087889,
0.325,0.6671542,0.01088166,
0.326,0.6671542,0.01088414,
0.327,0.6671542,0.01088624,
0.328,0.6671542,0.01088805,
0.329,0.6671542,0.01088948,
0.33,0.6366292,0.01089054,
0.331,0.6366292,0.0108912,
0.332,0.6671542,0.01089159,
0.333,0.6671542,0.01089168,
0.334,0.6671542,0.01089149,
0.335,0.6671542,0.01089111,
0.336,0.6671542,0.01089034,
0.337,0.6671542,0.01088929,
0.338,0.6671542,0.01088786,
0.339,0.6366292,0.01088605,
0.34,0.6366292,0.01088395,
0.341,0.6366292,0.01088156,
0.342,0.6671542,0.01087889,
0.343,0.6671542,0.01087583,
0.344,0.6671542,0.01087259,
0.345,0.6671542,0.01086896,
0.346,0.6366292,0.01086504,
0.347,0.6366292,0.01086056,
0.348,0.6366292,0.01085588,
0.349,0.6366292,0.01085082,
0.35,0.6366292,0.01084547,
0.351,0.6671542,0.01083984,
0.352,0.6366292,0.01083392,
0.353,0.6366292,0.01082781,
0.354,0.6366292,0.01082131,
0.355,0.6366292,0.01081454,
0.356,0.6366292,0.01080738,
0.357,0.6366292,0.01080002,
0.358,0.6366292,0.01079258,
0.359,0.6366292,0.01078494,
0.36,0.6366292,0.01077711,
0.361,0.6366292,0.01076918,
0.362,0.6366292,0.01076116,
0.363,0.6366292,0.01075305,
0.364,0.6366292,0.01074474,
0.365,0.6366292,0.01073615,
0.366,0.6366292,0.01072775,
0.367,0.6366292,0.01071925,
0.368,0.6366292,0.01071075,
0.369,0.6366292,0.01070226,
0.37,0.6366292,0.01069376,
0.371,0.6366292,0.01068526,
0.372,0.6366292,0.01067667,
0.373,0.6366292,0.01066817,
0.374,0.6366292,0.01065958,
0.375,0.6366292,0.01065118,
0.376,0.6061043,0.01064277,
0.377,0.6061043,0.01063456,
0.378,0.6061043,0.01062635,
0.379,0.6061043,0.01061814,
0.38,0.6061043,0.01061012,
0.381,0.6366292,0.0106021,
0.382,0.6366292,0.01059427,
0.383,0.6366292,0.01058644,
0.384,0.6366292,0.0105789,
0.385,0.6366292,0.01057155,
0.386,0.6366292,0.01056439,
0.387,0.6366292,0.01055732,
0.388,0.6366292,0.01055035,
0.389,0.6366292,0.01054367,
0.39,0.6366292,0.01053718,
0.391,0.6671542,0.01053107,
0.392,0.6671542,0.01052534,
0.393,0.6366292,0.01052009,
0.394,0.6366292,0.01051512,
0.395,0.6061043,0.01051063,
0.396,0.6061043,0.01050653,
0.397,0.6061043,0.01050281,
0.398,0.6061043,0.01049965,
0.399,0.6061043,0.01049708,
0.4,0.6061043,0.01049526,
0.401,0.6366292,0.01049469,
0.402,0.6061043,0.01049459,
0.403,0.6061043,0.01049536,
0.404,0.6061043,0.01049679,
0.405,0.6061043,0.01049908,
0.406,0.6061043,0.01050214,
0.407,0.6061043,0.01050596,
0.408,0.6061043,0.01051073,
0.409,0.6061043,0.01051665,
0.41,0.6366292,0.01052419,
0.411,0.6366292,0.01053231,
0.412,0.6366292,0.01054138,
0.413,0.6061043,0.0105514,
0.414,0.6061043,0.01056229,
0.415,0.6061043,0.01057394,
0.416,0.6366292,0.01058663,
0.417,0.6366292,0.01060038,
0.418,0.6366292,0.01061547,
0.419,0.6366292,0.01063284,
0.42,0.6366292,0.0106507,
0.421,0.6366292,0.0106697,
0.422,0.6366292,0.01068994,
0.423,0.6366292,0.01071142,
0.424,0.6366292,0.01073405,
0.425,0.6366292,0.01075811,
0.426,0.6366292,0.0107837,
0.427,0.6366292,0.010811,
0.428,0.6366292,0.01084117,
0.429,0.6061043,0.01087201,
0.43,0.6061043,0.01090438,
0.431,0.6061043,0.01093827,
0.432,0.6061043,0.0109737,
0.433,0.6061043,0.01101055,
0.434,0.6061043,0.01104893,
0.435,0.6366292,0.01108884,
0.436,0.6366292,0.01113056,
0.437,0.6366292,0.01117525,
0.438,0.6366292,0.01122012,
0.439,0.6061043,0.01126623,
0.44,0.6366292,0.01131359,
0.441,0.6366292,0.011362,
0.442,0.6061043,0.01141145,
0.443,0.6061043,0.01146196,
0.444,0.6061043,0.01151352,
0.445,0.6061043,0.01156613,
0.446,0.6366292,0.01162074,
0.447,0.6366292,0.01167497,
0.448,0.6366292,0.01172958,
0.449,0.6366292,0.01178467,
0.45,0.6366292,0.01184014,
0.451,0.6366292,0.011896,
0.452,0.6366292,0.01195214,
0.453,0.6366292,0.01200828,
0.454,0.6366292,0.01206451,
0.455,0.6366292,0.01212113,
0.456,0.6061043,0.01217632,
0.457,0.6366292,0.01223093,
0.458,0.6366292,0.01228497,
0.459,0.6366292,0.01233844,
0.46,0.6366292,0.01239114,
0.461,0.6366292,0.01244308,
0.462,0.6366292,0.01249387,
0.463,0.6366292,0.01254333,
0.464,0.6366292,0.01259107,
0.465,0.6366292,0.01263661,
0.466,0.6366292,0.01268043,
0.467,0.6366292,0.01272235,
0.468,0.6366292,0.01276264,
0.469,0.6366292,0.01280102,
0.47,0.6366292,0.0128372,
0.471,0.6366292,0.01287081,
0.472,0.6366292,0.01290108,
0.473,0.6366292,0.01292676,
0.474,0.6366292,0.0129492,
0.475,0.6366292,0.01296782,
0.476,0.6366292,0.0129829,
0.477,0.6366292,0.01299426,
0.478,0.6366292,0.01300161,
0.479,0.6366292,0.01300467,
0.48,0.6366292,0.01300257,
0.481,0.6366292,0.01299464,
0.482,0.6366292,0.01297794,
0.483,0.6366292,0.01295664,
0.484,0.6366292,0.01292943,
0.485,0.6366292,0.0128964,
0.486,0.6366292,0.01285783,
0.487,0.6366292,0.01281343,
0.488,0.6366292,0.01276311,
0.489,0.6366292,0.01270621,
0.49,0.6366292,0.01264215,
0.491,0.6366292,0.01256681,
0.492,0.6366292,0.01248776,
0.493,0.6366292,0.0124024,
0.494,0.6366292,0.01231122,
0.495,0.6366292,0.01221451,
0.496,0.6366292,0.01211225,
0.497,0.6366292,0.01200417,
0.498,0.6061043,0.0118896,
0.499,0.6061043,0.01176758,
0.5,0.6061043,0.01163315,
0.501,0.6366292,0.01149614,
0.502,0.6366292,0.01135283,
0.503,0.6061043,0.01120332,
0.504,0.6061043,0.01104759,
0.505,0.6366292,0.01088557,
0.506,0.6366292,0.01071686,
0.507,0.6061043,0.01054071,
0.508,0.6061043,0.01035644,
0.509,0.6061043,0.01015823,
0.51,0.6366292,0.009958017,
0.511,0.6366292,0.009751215,
0.512,0.6366292,0.009538207,
0.513,0.6366292,0.009319089,
0.514,0.6061043,0.009094242,
0.515,0.6061043,0.008863666,
0.516,0.6061043,0.008627457,
0.517,0.6061043,0.008385711,
0.518,0.6061043,0.008133367,
0.519,0.6366292,0.007883314,
0.52,0.6366292,0.007630875,
0.521,0.6366292,0.007376525,
0.522,0.6061043,0.007120458,
0.523,0.6061043,0.00686334,
0.524,0.6366292,0.006605362,
0.525,0.6366292,0.006347003,
0.526,0.6366292,0.006088739,
0.527,0.6061043,0.005826752,
0.528,0.6366292,0.005571639,
0.529,0.6366292,0.005319008,
0.53,0.6061043,0.005068574,
0.531,0.6061043,0.004820049,
0.532,0.5755793,0.004573815,
0.533,0.6061043,0.004330064,
0.534,0.6061043,0.00408975,
0.535,0.6061043,0.003853636,
0.536,0.6061043,0.003620769,
0.537,0.6061043,0.003397164,
0.538,0.6061043,0.003179764,
0.539,0.6366292,0.002968379,
0.54,0.6061043,0.002762914,
0.541,0.6061043,0.002563845,
0.542,0.6061043,0.002372415,
0.543,0.6366292,0.002190533,
0.544,0.6366292,0.002020298,
0.545,0.6366292,0.001865626,
0.546,0.6366292,0.001724799,
0.547,0.6366292,0.001598292,
0.548,0.6366292,0.00148563,
0.549,0.6366292,0.001386716,
0.55,0.6366292,0.001302315,
0.551,0.6366292,0.001233859,
0.552,0.6366292,0.001183638,
0.553,0.6366292,0.001154613,
0.554,0.6061043,0.001155855,
0.555,0.6061043,0.001174091,
0.556,0.6061043,0.001213236,
0.557,0.6061043,0.001272336,
0.558,0.6061043,0.001350531,
0.559,0.6061043,0.001448203,
0.56,0.6061043,0.00156669,
0.561,0.6061043,0.001708758,
0.562,0.6061043,0.001877752,
0.563,0.6061043,0.002089137,
0.564,0.6061043,0.002315702,
0.565,0.6061043,0.002566901,
0.566,0.6061043,0.002841395,
0.567,0.6061043,0.003138613,
0.568,0.6061043,0.003459128,
0.569,0.6061043,0.003804752,
0.57,0.6366292,0.004178638,
0.571,0.6366292,0.004585368,
0.572,0.6061043,0.005047474,
0.573,0.6061043,0.005522373,
0.574,0.6061043,0.006025916,
0.575,0.6061043,0.006556765,
0.576,0.6061043,0.007114443,
0.577,0.6061043,0.007699236,
0.578,0.6061043,0.008313054,
0.579,0.6061043,0.008959143,
0.58,0.6061043,0.009641704,
0.581,0.6061043,0.01038995,
0.582,0.6061043,0.0111445,
0.583,0.6061043,0.0119277,
0.584,0.5755793,0.01273781,
0.585,0.5755793,0.01357428,
0.586,0.6061043,0.01443701,
0.587,0.6061043,0.01532761,
0.588,0.6061043,0.01624915,
0.589,0.5755793,0.01720563,
0.59,0.5755793,0.0182321,
0.591,0.6061043,0.01925417,
0.592,0.6061043,0.02030069,
0.593,0.6061043,0.0213706,
0.594,0.6061043,0.02246333,
0.595,0.6061043,0.02357926,
0.596,0.6061043,0.02471953,
0.597,0.5755793,0.02588683,
0.598,0.6061043,0.02708467,
0.599,0.6061043,0.02835222,
0.6,0.6061043,0.02960277,
0.601,0.5755793,0.0308707,
0.602,0.6061043,0.03215543,
0.603,0.6061043,0.03345658,
0.604,0.6061043,0.03477425,
0.605,0.6061043,0.0361092,
0.606,0.6061043,0.03746306,
0.607,0.6061043,0.0388383,
0.608,0.5755793,0.04027541,
0.609,0.5755793,0.04168044,
0.61,0.5755793,0.0430912,
0.611,0.5755793,0.04450817,
0.612,0.5755793,0.04593153,
0.613,0.5755793,0.04736157,
0.614,0.5755793,0.04879878,
0.615,0.6061043,0.05024401,
0.616,0.6061043,0.05169897,
0.617,0.6061043,0.05320349,
0.618,0.6061043,0.05466218,
0.619,0.6061043,0.05611504,
0.62,0.6061043,0.05756371,
0.621,0.6061043,0.05900893,
0.622,0.6061043,0.0604512,
0.623,0.6061043,0.06189032,
0.624,0.6061043,0.0633259,
0.625,0.6061043,0.06475786,
0.626,0.6061043,0.06622199,
0.627,0.6061043,0.0676273,
0.628,0.6061043,0.06901276,
0.629,0.6061043,0.07038037,
0.63,0.6366292,0.07173145,
0.631,0.6061043,0.07306621,
0.632,0.6061043,0.0743836,
0.633,0.6061043,0.07568236,
0.634,0.6061043,0.0769606,
0.635,0.6061043,0.07824762,
0.636,0.6061043,0.07946476,
0.637,0.6061043,0.08064742,
0.638,0.6061043,0.08179916,
0.639,0.6061043,0.08292215,
0.64,0.6061043,0.08401746,
0.641,0.6061043,0.08508421,
0.642,0.6061043,0.0861209,
0.643,0.6061043,0.08712493,
0.644,0.6061043,0.08811712,
0.645,0.6061043,0.08903751,
0.646,0.6061043,0.0899157,
0.647,0.6061043,0.09075599,
0.648,0.6061043,0.09156133,
0.649,0.6061043,0.0923325,
0.65,0.6061043,0.09306852,
0.651,0.6061043,0.09376627,
0.652,0.6061043,0.09442181,
0.653,0.6061043,0.09504441,
0.654,0.6061043,0.09559712,
0.655,0.6061043,0.09609971,
0.656,0.6366292,0.09655656,
0.657,0.6366292,0.09697026,
0.658,0.6366292,0.09734167,
0.659,0.6061043,0.09766906,
0.66,0.6061043,0.09794909,
0.661,0.5755793,0.09817699,
0.662,0.6061043,0.09835114,
0.663,0.6366292,0.09846132,
0.664,0.6061043,0.09851746,
0.665,0.6061043,0.09852443,
0.666,0.6061043,0.09848595,
0.667,0.6061043,0.09840346,
0.668,0.6061043,0.0982761,
0.669,0.6366292,0.09810109,
0.67,0.6366292,0.09787395,
0.671,0.6366292,0.09758255,
0.672,0.6061043,0.09724428,
0.673,0.6061043,0.09685817,
0.674,0.6061043,0.09642891,
0.675,0.6061043,0.09595965,
0.676,0.6061043,0.09545181,
0.677,0.6061043,0.09490415,
0.678,0.6061043,0.09431344,
0.679,0.6061043,0.0936748,
0.68,0.6061043,0.09296503,
0.681,0.6061043,0.09222709,
0.682,0.6061043,0.09144762,
0.683,0.6061043,0.09063015,
0.684,0.6061043,0.08977678,
0.685,0.6061043,0.08888838,
0.686,0.6061043,0.08796378,
0.687,0.6061043,0.08700004,
0.688,0.6061043,0.08599324,
0.689,0.6061043,0.08491197,
0.69,0.6061043,0.08382221,
0.691,0.6061043,0.08270093,
0.692,0.6061043,0.08155111,
0.693,0.6061043,0.08037484,
0.694,0.6061043,0.07917327,
0.695,0.6366292,0.07794601,
0.696,0.6061043,0.07669145,
0.697,0.6061043,0.07540653,
0.698,0.6061043,0.07405468,
0.699,0.6061043,0.07271906,
0.7,0.6061043,0.07136836,
0.701,0.6061043,0.0700039,
0.702,0.6061043,0.06862694,
0.703,0.6061043,0.06723766,
0.704,0.6061043,0.06583578,
0.705,0.6366292,0.06441977,
0.706,0.6366292,0.06298705,
0.707,0.6366292,0.06149734,
0.708,0.6061043,0.06004399,
0.709,0.6061043,0.05858912,
0.71,0.6061043,0.05713234,
0.711,0.6061043,0.05567327,
0.712,0.6061043,0.05421191,
0.713,0.6061043,0.05274759,
0.714,0.6061043,0.05127974,
0.715,0.6061043,0.04980701,
0.716,0.6061043,0.04828903,
0.717,0.6061043,0.04682337,
0.718,0.6061043,0.04536936,
0.719,0.6061043,0.04392547,
0.72,0.6061043,0.04249075,
0.721,0.6061043,0.0410649,
0.722,0.6061043,0.03964794,
0.723,0.6061043,0.03823976,
0.724,0.6366292,0.03684007,
0.725,0.6061043,0.03541069,
0.726,0.6061043,0.03404643,
0.727,0.6061043,0.03270604,
0.728,0.6061043,0.03138655,
0.729,0.6061043,0.03008607,
0.73,0.6061043,0.02880354,
0.731,0.6061043,0.02753866,
0.732,0.6061043,0.02629165,
0.733,0.5755793,0.02506286,
0.734,0.5755793,0.02381804,
0.735,0.5755793,0.02264359,
0.736,0.6061043,0.02150026,
0.737,0.6061043,0.02038423,
0.738,0.6061043,0.01929284,
0.739,0.5755793,0.01822465,
0.74,0.5755793,0.01717966,
0.741,0.5755793,0.01615835,
0.742,0.5755793,0.01516186,
0.743,0.5755793,0.01416175,
0.744,0.6061043,0.01323181,
0.745,0.6061043,0.01233748,
0.746,0.6061043,0.01147456,
0.747,0.6061043,0.01063981,
0.748,0.6061043,0.009831702,
0.749,0.6061043,0.00904975,
0.75,0.6061043,0.008294627,
0.751,0.5755793,0.007567478,
0.752,0.5755793,0.006845867,
0.753,0.5755793,0.006188321,
0.754,0.5755793,0.00556572,
0.755,0.5755793,0.004973384,
0.756,0.5755793,0.004407972,
0.757,0.5755793,0.003867767,
0.758,0.5755793,0.003352194,
0.759,0.5755793,0.002861732,
0.76,0.5755793,0.002397907,
0.761,0.5755793,0.001944967,
0.762,0.5755793,0.001545589,
0.763,0.5755793,0.001177432,
0.764,0.5755793,0.000836772,
0.765,0.5755793,0.000520459,
0.766,0.5755793,0.00022706,
0.767,0.5450543,-4.37E-05,
0.768,0.5755793,-0.000291186,
0.769,0.5755793,-0.000513933,
0.77,0.5755793,-0.000721498,
0.771,0.5755793,-0.000886673,
0.772,0.5755793,-0.001024827,
0.773,0.5755793,-0.00113959,
0.774,0.5755793,-0.001233634,
0.775,0.5755793,-0.001308774,
0.776,0.5755793,-0.001365487,
0.777,0.5755793,-0.001403773,
0.778,0.5755793,-0.001422868,
0.779,0.5755793,-0.001427642,
0.78,0.5755793,-0.001404728,
0.781,0.5755793,-0.001363482,
0.782,0.5755793,-0.001307055,
0.783,0.5755793,-0.001237835,
0.784,0.5755793,-0.001157062,
0.785,0.5450543,-0.001065595,
0.786,0.5450543,-0.000962958,
0.787,0.5450543,-0.000848673,
0.788,0.5755793,-0.000723026,
0.789,0.5755793,-0.000583153,
0.79,0.6061043,-0.000432491,
0.791,0.6061043,-0.000272759,
0.792,0.6061043,-0.000105294,
0.793,0.5755793,6.92E-05,
0.794,0.5755793,0.000250643,
0.795,0.5755793,0.000439304,
0.796,0.5755793,0.000635699,
0.797,0.5755793,0.000842405,
0.798,0.5755793,0.001054459,
0.799,0.5755793,0.001272431,
0.8,0.5755793,0.001495273,
0.801,0.5755793,0.001721934,
0.802,0.6061043,0.001951746,
0.803,0.6061043,0.002184136,
0.804,0.6061043,0.002418912,
0.805,0.6061043,0.00265598,
0.806,0.5755793,0.002899159,
0.807,0.5755793,0.003138136,
0.808,0.5755793,0.003376159,
0.809,0.5755793,0.003612558,
0.81,0.5755793,0.003846762,
0.811,0.5755793,0.004078388,
0.812,0.5450543,0.004307054,
0.813,0.5450543,0.00453276,
0.814,0.5755793,0.004755411,
0.815,0.6061043,0.004979972,
0.816,0.6061043,0.005194412,
0.817,0.6061043,0.005404078,
0.818,0.6061043,0.005609257,
0.819,0.6061043,0.005810235,
0.82,0.6061043,0.006007298,
