Time,Force,EMG,
10.405,72.03459,1.418673,
10.406,72.40089,1.427306,
10.407,72.82824,1.435982,
10.408,73.31664,1.444722,
10.409,73.77451,1.453855,
10.41,74.23239,1.462619,
10.411,74.69026,1.471343,
10.412,75.14814,1.480043,
10.413,75.60601,1.488736,
10.414,76.06389,1.497435,
10.415,76.61334,1.506154,
10.416,77.16279,1.514912,
10.417,77.68171,1.523734,
10.418,78.26169,1.532957,
10.419,78.81114,1.541818,
10.42,79.29953,1.550652,
10.421,79.81846,1.559481,
10.422,80.30686,1.568324,
10.423,80.79526,1.577197,
10.424,81.25313,1.586117,
10.425,81.74153,1.595101,
10.426,82.16888,1.604174,
10.427,82.62676,1.613671,
10.428,83.11516,1.622825,
10.429,83.60356,1.631967,
10.43,84.06143,1.641114,
10.431,84.54983,1.650279,
10.432,85.03823,1.659473,
10.433,85.55716,1.668706,
10.434,86.04556,1.677991,
10.435,86.56448,1.687344,
10.436,87.11393,1.697093,
10.437,87.63286,1.706474,
10.438,88.15178,1.715813,
10.439,88.67071,1.725128,
10.44,89.18963,1.734434,
10.441,89.67803,1.743741,
10.442,90.16643,1.753064,
10.443,90.65483,1.762416,
10.444,91.14323,1.771819,
10.445,91.57058,1.781596,
10.446,92.02846,1.791002,
10.447,92.45581,1.800365,
10.448,92.88316,1.809706,
10.449,93.27998,1.819044,
10.45,93.67681,1.828391,
10.451,94.07363,1.837757,
10.452,94.43993,1.847152,
10.453,94.80623,1.856588,
10.454,95.17253,1.866367,
10.455,95.53883,1.875767,
10.456,95.90513,1.885099,
10.457,96.24091,1.894381,
10.458,96.57668,1.903623,
10.459,96.91246,1.912831,
10.46,97.21771,1.922008,
10.461,97.52296,1.931155,
10.462,97.88926,1.940276,
10.463,98.28608,1.949641,
10.464,98.71343,1.958582,
10.465,99.17131,1.96739,
10.466,99.62918,1.976089,
10.467,100.0871,1.984693,
10.468,100.5449,1.993213,
10.469,101.0028,2.001656,
10.47,101.3996,2.010023,
10.471,101.8575,2.01832,
10.472,102.3154,2.026786,
10.473,102.8038,2.034831,
10.474,103.2311,2.042728,
10.475,103.689,2.050502,
10.476,104.1164,2.058173,
10.477,104.5437,2.065751,
10.478,104.9711,2.073235,
10.479,105.3679,2.080622,
10.48,105.7952,2.087901,
10.481,106.2836,2.095257,
10.482,106.7415,2.102195,
10.483,107.2299,2.108938,
10.484,107.7794,2.115508,
10.485,108.3288,2.121919,
10.486,108.9393,2.128171,
10.487,109.5803,2.134261,
10.488,110.2519,2.140173,
10.489,110.9234,2.14589,
10.49,111.6255,2.151537,
10.491,112.2971,2.156745,
10.492,112.9991,2.161694,
10.493,113.7012,2.16641,
10.494,114.4338,2.170914,
10.495,115.1664,2.175213,
10.496,115.899,2.179307,
10.497,116.6011,2.183184,
10.498,117.3032,2.186825,
10.499,118.0052,2.190297,
10.5,118.7073,2.193383,
10.501,119.4094,2.196208,
10.502,120.1115,2.198803,
10.503,120.8135,2.201188,
10.504,121.5156,2.20337,
10.505,122.2177,2.205343,
10.506,122.9808,2.207086,
10.507,123.7439,2.208573,
10.508,124.5376,2.209789,
10.509,125.3617,2.210674,
10.51,126.247,2.211279,
10.511,127.1932,2.211627,
10.512,128.1395,2.211731,
10.513,129.1163,2.211593,
10.514,130.0931,2.211202,
10.515,131.0394,2.210534,
10.516,131.9857,2.209555,
10.517,132.9014,2.208185,
10.518,133.8172,2.20653,
10.519,134.7329,2.204578,
10.52,135.5876,2.202353,
10.521,136.4423,2.199874,
10.522,137.2665,2.197147,
10.523,138.0601,2.194166,
10.524,138.8233,2.190912,
10.525,139.5559,2.187357,
10.526,140.2885,2.183354,
10.527,141.0211,2.179181,
10.528,141.7842,2.174756,
10.529,142.5473,2.170103,
10.53,143.3715,2.165237,
10.531,144.2262,2.160162,
10.532,145.1114,2.154869,
10.533,146.0577,2.149338,
10.534,147.004,2.143536,
10.535,147.9502,2.137254,
10.536,148.927,2.130914,
10.537,149.8733,2.124363,
10.538,150.8196,2.117612,
10.539,151.7353,2.110671,
10.54,152.6511,2.10354,
10.541,153.5058,2.096209,
10.542,154.33,2.088658,
10.543,155.1236,2.080859,
10.544,155.8867,2.07256,
10.545,156.6193,2.064309,
10.546,157.3519,2.055897,
10.547,158.0845,2.047334,
10.548,158.8477,2.038629,
10.549,159.6108,2.029784,
10.55,160.3739,2.020794,
10.551,161.1676,2.011645,
10.552,161.9612,2.002319,
10.553,162.7854,1.992537,
10.554,163.6096,1.982934,
10.555,164.4337,1.97326,
10.556,165.319,1.963517,
10.557,166.2042,1.953708,
10.558,167.0589,1.943831,
10.559,167.9441,1.933884,
10.56,168.8293,1.923856,
10.561,169.684,1.913732,
10.562,170.4777,1.903223,
10.563,171.2713,1.893008,
10.564,172.0345,1.882806,
10.565,172.7365,1.872609,
10.566,173.4081,1.862414,
10.567,174.0796,1.852216,
10.568,174.7207,1.842015,
10.569,175.3312,1.831807,
10.57,175.9417,1.821586,
10.571,176.5522,1.811076,
10.572,177.1321,1.800952,
10.573,177.7121,1.790929,
10.574,178.2616,1.780993,
10.575,178.8415,1.771134,
10.576,179.4215,1.76135,
10.577,180.0015,1.751639,
10.578,180.5815,1.742006,
10.579,181.1614,1.732451,
10.58,181.7414,1.722726,
10.581,182.2909,1.713459,
10.582,182.7793,1.704373,
10.583,183.2982,1.695446,
10.584,183.7561,1.686662,
10.585,184.2139,1.678017,
10.586,184.6108,1.669511,
10.587,184.9771,1.661152,
10.588,185.3128,1.65295,
10.589,185.6486,1.644701,
10.59,185.9539,1.636946,
10.591,186.2591,1.629436,
10.592,186.5644,1.622146,
10.593,186.9001,1.615057,
10.594,187.2359,1.608164,
10.595,187.5717,1.601469,
10.596,187.9075,1.594987,
10.597,188.2127,1.588734,
10.598,188.518,1.582564,
10.599,188.8232,1.576894,
10.6,189.1285,1.571522,
10.601,189.4032,1.566417,
10.602,189.6474,1.561557,
10.603,189.8916,1.556933,
10.604,190.1358,1.552548,
10.605,190.2884,1.548414,
10.606,190.38,1.54455,
10.607,190.4105,1.54087,
10.608,190.3495,1.537643,
10.609,190.2884,1.534722,
10.61,190.1358,1.532071,
10.611,189.9221,1.529668,
10.612,189.6779,1.527503,
10.613,189.3421,1.525577,
10.614,188.9453,1.523904,
10.615,188.518,1.522507,
10.616,188.0296,1.521362,
10.617,187.4801,1.520593,
10.618,186.8391,1.520114,
10.619,186.1981,1.519895,
10.62,185.496,1.519918,
10.621,184.7939,1.520173,
10.622,184.0918,1.520663,
10.623,183.3898,1.521403,
10.624,182.6572,1.522415,
10.625,182.0161,1.523732,
10.626,181.4056,1.525332,
10.627,180.7951,1.527193,
10.628,180.2457,1.529285,
10.629,179.7878,1.531591,
10.63,179.3299,1.534099,
10.631,178.9636,1.536809,
10.632,178.6584,1.539729,
10.633,178.4447,1.542875,
10.634,178.231,1.546321,
10.635,177.8953,1.54992,
10.636,177.59,1.553702,
10.637,177.3458,1.557645,
10.638,177.1932,1.561733,
10.639,177.1321,1.565954,
10.64,177.1627,1.570307,
10.641,177.2848,1.574798,
10.642,177.4374,1.579438,
10.643,177.6205,1.584333,
10.644,177.8953,1.589249,
10.645,178.17,1.594263,
10.646,178.4752,1.599364,
10.647,178.811,1.604543,
10.648,179.2078,1.609793,
10.649,179.6352,1.615113,
10.65,180.1236,1.620505,
10.651,180.612,1.625976,
10.652,181.1614,1.631645,
10.653,181.6498,1.637224,
10.654,182.0467,1.642822,
10.655,182.4435,1.648435,
10.656,182.7182,1.654057,
10.657,182.8403,1.659685,
10.658,182.9624,1.665311,
10.659,182.9929,1.670934,
10.66,182.9319,1.676548,
10.661,182.8098,1.682269,
10.662,182.6572,1.687797,
10.663,182.4435,1.693252,
10.664,182.2298,1.698638,
10.665,182.0161,1.703953,
10.666,181.8025,1.709197,
10.667,181.5583,1.714361,
10.668,181.3141,1.719439,
10.669,181.1309,1.724421,
10.67,180.9478,1.729403,
10.671,180.7646,1.734117,
10.672,180.5509,1.738682,
10.673,180.3678,1.74311,
10.674,180.1846,1.747407,
10.675,179.971,1.751576,
10.676,179.7573,1.75561,
10.677,179.5131,1.759501,
10.678,179.2078,1.763236,
10.679,178.9636,1.766878,
10.68,178.75,1.770226,
10.681,178.6279,1.773381,
10.682,178.5668,1.776358,
10.683,178.5973,1.779169,
10.684,178.6584,1.781818,
10.685,178.7805,1.784299,
10.686,178.9942,1.786601,
10.687,179.2994,1.788707,
10.688,179.6352,1.790643,
10.689,180.0931,1.792293,
10.69,180.6425,1.793726,
10.691,181.2225,1.794961,
10.692,181.894,1.796012,
10.693,182.6266,1.796882,
10.694,183.3592,1.797567,
10.695,184.0918,1.798054,
10.696,184.7939,1.798325,
10.697,185.4044,1.798365,
10.698,185.9539,1.798158,
10.699,186.4117,1.797734,
10.7,186.7475,1.797113,
10.701,187.0528,1.796309,
10.702,187.297,1.795328,
10.703,187.5717,1.794167,
10.704,187.8464,1.792816,
10.705,188.0906,1.791259,
10.706,188.3653,1.789442,
10.707,188.6706,1.787451,
10.708,188.9453,1.785276,
10.709,189.1895,1.782934,
10.71,189.4337,1.78044,
10.711,189.6474,1.7778,
10.712,189.8305,1.775014,
10.713,190.0137,1.772073,
10.714,190.2274,1.768964,
10.715,190.3495,1.765602,
10.716,190.5326,1.762161,
10.717,190.7463,1.758591,
10.718,190.9294,1.754905,
10.719,191.1736,1.751112,
10.72,191.4484,1.747219,
10.721,191.7231,1.743225,
10.722,191.9978,1.739124,
10.723,192.3031,1.734907,
10.724,192.6694,1.730465,
10.725,193.0357,1.726039,
10.726,193.3714,1.721544,
10.727,193.7072,1.716987,
10.728,193.9819,1.712374,
10.729,194.2261,1.70771,
10.73,194.3788,1.702994,
10.731,194.5009,1.698225,
10.732,194.5619,1.693397,
10.733,194.623,1.688391,
10.734,194.684,1.68349,
10.735,194.8366,1.678585,
10.736,195.0198,1.673677,
10.737,195.264,1.668768,
10.738,195.6303,1.663861,
10.739,196.0882,1.658957,
10.74,196.5766,1.654056,
10.741,197.065,1.649159,
10.742,197.5534,1.644144,
10.743,198.0418,1.639309,
10.744,198.4996,1.634529,
10.745,198.927,1.629802,
10.746,199.3238,1.625124,
10.747,199.6901,1.620495,
10.748,199.9954,1.615917,
10.749,200.2701,1.611393,
10.75,200.5448,1.606926,
10.751,200.789,1.602407,
10.752,201.0027,1.598116,
10.753,201.1553,1.59393,
10.754,201.3079,1.58984,
10.755,201.4911,1.585838,
10.756,201.6742,1.581923,
10.757,201.8879,1.578096,
10.758,202.1626,1.57436,
10.759,202.4374,1.570722,
10.76,202.7121,1.567091,
10.761,202.9868,1.563707,
10.762,203.2921,1.560458,
10.763,203.5668,1.557328,
10.764,203.8415,1.554309,
10.765,204.1162,1.551394,
10.766,204.3299,1.548584,
10.767,204.5131,1.545884,
10.768,204.6657,1.543299,
10.769,204.7878,1.540765,
10.77,204.8794,1.538463,
10.771,204.9404,1.536301,
10.772,204.9404,1.534263,
10.773,204.9709,1.532339,
10.774,204.9404,1.530522,
10.775,204.8488,1.528814,
10.776,204.7573,1.527221,
10.777,204.6352,1.525751,
10.778,204.4825,1.52437,
10.779,204.391,1.523194,
10.78,204.3604,1.522159,
10.781,204.2994,1.521248,
10.782,204.2383,1.520452,
10.783,204.2689,1.519767,
10.784,204.2994,1.519192,
10.785,204.3299,1.518733,
10.786,204.391,1.518399,
10.787,204.5131,1.518181,
10.788,204.6352,1.518124,
10.789,204.7573,1.518191,
10.79,204.8794,1.518368,
10.791,205.032,1.518642,
10.792,205.1236,1.519007,
10.793,205.2151,1.519462,
10.794,205.2457,1.520011,
10.795,205.1541,1.520661,
10.796,205.0015,1.521431,
10.797,204.7573,1.522295,
10.798,204.4215,1.523248,
10.799,204.0247,1.524278,
10.8,203.5973,1.525377,
10.801,203.0479,1.52654,
10.802,202.4984,1.527771,
10.803,201.949,1.529073,
10.804,201.43,1.530459,
10.805,200.9111,1.531974,
10.806,200.4227,1.533533,
10.807,200.0564,1.535163,
10.808,199.7512,1.536856,
10.809,199.4459,1.538609,
10.81,199.2628,1.54042,
10.811,199.1407,1.542292,
10.812,198.927,1.544232,
10.813,198.7438,1.546248,
10.814,198.5912,1.548409,
10.815,198.347,1.550572,
10.816,198.0112,1.552788,
10.817,197.6449,1.555051,
10.818,197.1565,1.557356,
10.819,196.5766,1.559702,
10.82,195.8745,1.562091,
10.821,195.1114,1.564528,
10.822,194.2872,1.567021,
10.823,193.3714,1.569656,
10.824,192.4557,1.572244,
10.825,191.601,1.574857,
10.826,190.7158,1.577494,
10.827,189.8305,1.580153,
10.828,189.0064,1.582838,
10.829,188.2432,1.585552,
10.83,187.5106,1.588303,
10.831,186.8391,1.591104,
10.832,186.2591,1.59406,
10.833,185.7402,1.596944,
10.834,185.2823,1.59985,
10.835,184.8855,1.602781,
10.836,184.5192,1.60574,
10.837,184.1529,1.608731,
10.838,183.8476,1.61176,
10.839,183.6034,1.614835,
10.84,183.4203,1.617968,
10.841,183.2982,1.621279,
10.842,183.2982,1.624504,
10.843,183.3898,1.627752,
10.844,183.6034,1.631025,
10.845,183.8782,1.634326,
10.846,184.2445,1.637657,
10.847,184.7023,1.641024,
10.848,185.1907,1.644435,
10.849,185.6791,1.647901,
10.85,186.1675,1.651554,
10.851,186.6865,1.6551,
10.852,187.2054,1.658662,
10.853,187.6938,1.662245,
10.854,188.1822,1.665852,
10.855,188.6706,1.669488,
10.856,189.0064,1.673159,
10.857,189.2811,1.676875,
10.858,189.5253,1.680647,
10.859,189.6779,1.68462,
10.86,189.7084,1.688476,
10.861,189.7084,1.692351,
10.862,189.6779,1.696249,
10.863,189.5253,1.700176,
10.864,189.3421,1.704136,
10.865,189.1895,1.708134,
10.866,189.0369,1.71218,
10.867,188.9148,1.716283,
10.868,188.8232,1.720591,
10.869,188.7622,1.72477,
10.87,188.7011,1.728961,
10.871,188.6706,1.733169,
10.872,188.6095,1.737399,
10.873,188.518,1.741653,
10.874,188.3959,1.745938,
10.875,188.2432,1.75026,
10.876,187.999,1.754628,
10.877,187.7243,1.75919,
10.878,187.4801,1.763609,
10.879,187.2054,1.768027,
10.88,186.9612,1.772452,
10.881,186.7475,1.776889,
10.882,186.5949,1.781342,
10.883,186.4728,1.785815,
10.884,186.4423,1.790314,
10.885,186.4728,1.794843,
10.886,186.5949,1.799544,
10.887,186.8086,1.804084,
10.888,187.0222,1.808606,
10.889,187.2359,1.813114,
10.89,187.3885,1.817616,
10.891,187.5412,1.822112,
10.892,187.5717,1.826604,
10.893,187.6022,1.831093,
10.894,187.6633,1.835581,
10.895,187.7854,1.840196,
10.896,187.938,1.844623,
10.897,188.2432,1.848998,
10.898,188.6401,1.85333,
10.899,189.1895,1.857624,
10.9,189.8,1.861883,
10.901,190.441,1.86611,
10.902,191.1736,1.870303,
10.903,191.8757,1.874462,
10.904,192.5778,1.878699,
10.905,193.3104,1.882734,
10.906,193.9819,1.886693,
10.907,194.5924,1.890588,
10.908,195.1114,1.894426,
10.909,195.5692,1.898211,
10.91,195.9966,1.901941,
10.911,196.4239,1.905613,
10.912,196.8513,1.90922,
10.913,197.3397,1.912849,
10.914,197.7976,1.916267,
10.915,198.3165,1.919578,
10.916,198.8049,1.922795,
10.917,199.2628,1.925924,
10.918,199.6291,1.928966,
10.919,199.9954,1.931917,
10.92,200.3311,1.934771,
10.921,200.6669,1.937517,
10.922,201.0027,1.940211,
10.923,201.369,1.942682,
10.924,201.7048,1.945014,
10.925,201.9795,1.94722,
10.926,202.1932,1.949309,
10.927,202.3763,1.951286,
10.928,202.4984,1.953147,
10.929,202.5289,1.954887,
10.93,202.5595,1.956495,
10.931,202.59,1.957999,
10.932,202.651,1.9593,
10.933,202.7731,1.960456,
10.934,202.9868,1.961483,
10.935,203.2005,1.962392,
10.936,203.5057,1.963186,
10.937,203.811,1.963863,
10.938,204.1468,1.964414,
10.939,204.452,1.964825,
10.94,204.7573,1.96509,
10.941,205.032,1.965186,
10.942,205.3067,1.965136,
10.943,205.5814,1.964954,
10.944,205.8562,1.964648,
10.945,206.1004,1.964219,
10.946,206.253,1.963665,
10.947,206.4361,1.962976,
10.948,206.5582,1.962139,
10.949,206.6193,1.961116,
10.95,206.5888,1.95996,
10.951,206.4972,1.958666,
10.952,206.314,1.957245,
10.953,206.0698,1.955707,
10.954,205.8256,1.954057,
10.955,205.612,1.952292,
10.956,205.4288,1.950409,
10.957,205.3067,1.948396,
10.958,205.1846,1.946194,
10.959,205.1541,1.943924,
10.96,205.1236,1.941551,
10.961,205.1236,1.939086,
10.962,205.0625,1.936537,
10.963,205.0015,1.933909,
10.964,204.9099,1.931201,
10.965,204.7573,1.928408,
10.966,204.6046,1.925522,
10.967,204.391,1.922466,
10.968,204.1773,1.919408,
10.969,203.9331,1.916289,
10.97,203.6889,1.913113,
10.971,203.4447,1.909885,
10.972,203.1394,1.906607,
10.973,202.8342,1.90328,
10.974,202.5289,1.899899,
10.975,202.2847,1.896461,
10.976,202.0711,1.892879,
10.977,201.8574,1.889353,
10.978,201.7048,1.885808,
10.979,201.6437,1.882245,
10.98,201.5827,1.878666,
10.981,201.5827,1.875075,
10.982,201.6437,1.871472,
10.983,201.7048,1.867858,
10.984,201.7963,1.864233,
10.985,201.949,1.860511,
10.986,202.1016,1.856905,
10.987,202.3153,1.853329,
10.988,202.59,1.849781,
10.989,202.8952,1.846262,
10.99,203.231,1.842771,
10.991,203.6584,1.839311,
10.992,204.1162,1.835885,
10.993,204.5741,1.832497,
10.994,205.0625,1.829069,
10.995,205.5204,1.825801,
10.996,205.9783,1.822608,
10.997,206.3751,1.819482,
10.998,206.7719,1.81642,
10.999,207.1382,1.813421,
11,207.4435,1.810487,
11.001,207.7182,1.807622,
11.002,207.9319,1.804832,
11.003,208.0845,1.802054,
11.004,208.2066,1.799458,
11.005,208.2676,1.796966,
11.006,208.2982,1.794567,
11.007,208.3287,1.792255,
11.008,208.3287,1.790027,
11.009,208.3287,1.787885,
11.01,208.3287,1.785833,
11.011,208.2982,1.783878,
11.012,208.2676,1.781977,
11.013,208.1761,1.780257,
11.014,208.054,1.778653,
11.015,207.8708,1.777153,
11.016,207.6571,1.77575,
11.017,207.4129,1.77444,
11.018,207.1077,1.773225,
11.019,206.7719,1.772111,
11.02,206.4056,1.771106,
11.021,206.0088,1.77019,
11.022,205.6425,1.769438,
11.023,205.2762,1.768806,
11.024,204.9404,1.768282,
11.025,204.6962,1.767859,
11.026,204.4825,1.767532,
11.027,204.2994,1.767303,
11.028,204.1468,1.767176,
11.029,204.0552,1.767159,
11.03,203.9941,1.767253,
11.031,203.9331,1.767477,
11.032,203.9026,1.767807,
11.033,203.872,1.768233,
11.034,203.811,1.768745,
11.035,203.7805,1.769337,
11.036,203.7194,1.77001,
11.037,203.5973,1.770766,
11.038,203.4752,1.771611,
11.039,203.3226,1.772566,
11.04,203.1394,1.773595,
11.041,202.9258,1.7747,
11.042,202.6816,1.775871,
11.043,202.4068,1.7771,
11.044,202.1932,1.778385,
11.045,202.0405,1.779726,
11.046,201.9795,1.781124,
11.047,201.9795,1.782588,
11.048,202.0405,1.784155,
11.049,202.1932,1.785748,
11.05,202.4374,1.787389,
11.051,202.7121,1.789075,
11.052,203.0784,1.790799,
11.053,203.5057,1.792561,
11.054,203.9026,1.794361,
11.055,204.3299,1.796202,
11.056,204.6962,1.798089,
11.057,205.032,1.800073,
11.058,205.3067,1.802039,
11.059,205.5814,1.804029,
11.06,205.8256,1.806039,
11.061,206.1004,1.808066,
11.062,206.4361,1.810109,
11.063,206.8024,1.812167,
11.064,207.2298,1.814244,
11.065,207.6877,1.816342,
11.066,208.1761,1.818524,
11.067,208.695,1.820646,
11.068,209.2139,1.822766,
11.069,209.7634,1.824882,
11.07,210.2823,1.826995,
11.071,210.7402,1.829104,
11.072,211.1675,1.831212,
11.073,211.5338,1.833321,
11.074,211.8085,1.835436,
11.075,212.0222,1.837627,
11.076,212.2359,1.839733,
11.077,212.2969,1.841823,
11.078,212.358,1.843899,
11.079,212.419,1.845964,
11.08,212.419,1.84802,
11.081,212.419,1.850071,
11.082,212.3885,1.852121,
11.083,212.3885,1.854175,
11.084,212.419,1.856309,
11.085,212.5106,1.858352,
11.086,212.6938,1.860378,
11.087,212.9074,1.862393,
11.088,213.1822,1.8644,
11.089,213.5485,1.866404,
11.09,213.9453,1.868409,
11.091,214.3421,1.870419,
11.092,214.7695,1.872443,
11.093,215.1663,1.874559,
11.094,215.5631,1.876588,
11.095,215.8989,1.878611,
11.096,216.2041,1.880631,
11.097,216.4789,1.882653,
11.098,216.662,1.88468,
11.099,216.8146,1.886716,
11.1,216.9367,1.888765,
11.101,216.9978,1.890834,
11.102,217.0283,1.893002,
11.103,216.9673,1.895085,
11.104,216.9062,1.897164,
11.105,216.8452,1.899242,
11.106,216.8757,1.901323,
11.107,216.9673,1.903411,
11.108,217.1504,1.905508,
11.109,217.4251,1.907621,
11.11,217.6693,1.909754,
11.111,217.9135,1.911989,
11.112,218.0967,1.914144,
11.113,218.2188,1.9163,
11.114,218.4325,1.918463,
11.115,218.7377,1.920637,
11.116,219.0735,1.922828,
11.117,219.4093,1.925039,
11.118,219.8061,1.927275,
11.119,220.0808,1.929543,
11.12,220.0503,1.931918,
11.121,219.8671,1.934228,
11.122,219.684,1.936549,
11.123,219.4703,1.938885,
11.124,219.1956,1.94124,
11.125,219.043,1.943615,
11.126,218.9209,1.946009,
11.127,218.7988,1.948423,
11.128,218.7377,1.950854,
11.129,218.8293,1.953364,
11.13,219.0124,1.955797,
11.131,219.2566,1.958217,
11.132,219.5008,1.960627,
11.133,219.745,1.963028,
11.134,219.8671,1.965418,
11.135,219.8977,1.967794,
11.136,219.8977,1.970153,
11.137,219.9282,1.972488,
11.138,219.9587,1.974841,
11.139,219.9892,1.977095,
11.14,220.0503,1.979304,
11.141,220.1419,1.981472,
11.142,220.1419,1.983603,
11.143,220.0808,1.985699,
11.144,219.9587,1.987755,
11.145,219.745,1.989765,
11.146,219.5314,1.99172,
11.147,219.3482,1.99363,
11.148,219.1956,1.995437,
11.149,219.0735,1.997172,
11.15,219.043,1.998841,
11.151,219.1345,2.000447,
11.152,219.3177,2.001987,
11.153,219.5314,2.003453,
11.154,219.8061,2.004828,
11.155,220.0808,2.006094,
11.156,220.3555,2.007216,
11.157,220.6608,2.008212,
11.158,221.0271,2.009079,
11.159,221.3934,2.009823,
11.16,221.7597,2.010445,
11.161,222.0344,2.010941,
11.162,222.4007,2.011298,
11.163,222.8586,2.011495,
11.164,223.2249,2.011508,
11.165,223.5301,2.011256,
11.166,223.8048,2.010857,
11.167,223.988,2.010275,
11.168,224.0796,2.00952,
11.169,224.2017,2.008596,
11.17,224.5069,2.007503,
11.171,224.9648,2.006227,
11.172,225.3311,2.004747,
11.173,225.6363,2.003034,
11.174,225.789,2.000955,
11.175,225.6974,1.998746,
11.176,225.5142,1.996326,
11.177,225.3006,1.993706,
11.178,224.9648,1.990893,
11.179,224.8122,1.987882,
11.18,224.8122,1.98466,
11.181,224.7816,1.981202,
11.182,224.7816,1.977473,
11.183,224.7816,1.973285,
11.184,224.8427,1.968999,
11.185,224.8732,1.964482,
11.186,224.9037,1.959745,
11.187,224.9953,1.954792,
11.188,224.9953,1.949621,
11.189,224.9953,1.94422,
11.19,225.1479,1.938563,
11.191,225.3616,1.932617,
11.192,225.6058,1.926147,
11.193,225.9111,1.919637,
11.194,226.1553,1.912906,
11.195,226.2774,1.905964,
11.196,226.3384,1.898817,
11.197,226.2774,1.891465,
11.198,226.1247,1.883897,
11.199,225.8805,1.876092,
11.2,225.6363,1.868019,
11.201,225.4227,1.859407,
11.202,225.27,1.850846,
11.203,225.209,1.842106,
11.204,225.1785,1.833196,
11.205,225.1174,1.824119,
11.206,225.0869,1.814876,
11.207,225.0564,1.80546,
11.208,225.0564,1.795857,
11.209,225.0258,1.786045,
11.21,225.0258,1.775734,
11.211,225.0869,1.765587,
11.212,225.209,1.755342,
11.213,225.4227,1.745002,
11.214,225.6669,1.73457,
11.215,225.85,1.724047,
11.216,226.0026,1.713433,
11.217,226.0637,1.702722,
11.218,226.0026,1.691902,
11.219,225.8805,1.680688,
11.22,225.7279,1.669767,
11.221,225.6058,1.65886,
11.222,225.5753,1.647959,
11.223,225.6669,1.637063,
11.224,225.8805,1.62617,
11.225,226.1858,1.615281,
11.226,226.5216,1.604398,
11.227,226.7658,1.593521,
11.228,226.9794,1.582385,
11.229,227.2542,1.57165,
11.23,227.4678,1.561034,
11.231,227.651,1.550523,
11.232,227.9562,1.540107,
11.233,228.1699,1.529786,
11.234,228.2004,1.519568,
11.235,228.3225,1.509466,
11.236,228.3836,1.499495,
11.237,228.231,1.48945,
11.238,228.0783,1.479901,
11.239,228.0783,1.470598,
11.24,227.9868,1.461521,
11.241,227.9868,1.452658,
11.242,228.1089,1.444009,
11.243,228.0783,1.435588,
11.244,228.0173,1.427417,
11.245,227.9868,1.419523,
11.246,227.9257,1.411774,
11.247,227.8952,1.404593,
11.248,227.9562,1.397775,
11.249,228.0173,1.391289,
11.25,228.1394,1.385115,
11.251,228.3836,1.379246,
11.252,228.5667,1.373694,
11.253,228.6888,1.368482,
11.254,228.7194,1.363646,
11.255,228.6888,1.359135,
11.256,228.6583,1.355179,
11.257,228.5973,1.35164,
11.258,228.4752,1.348481,
11.259,228.4141,1.345677,
11.26,228.3225,1.343222,
11.261,228.292,1.341129,
11.262,228.2615,1.33943,
11.263,228.1699,1.33817,
11.264,228.1394,1.3374,
